발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,도로종류,도로형태_대분류,도로형태,기상상태,노면상태_대분류,노면상태,사망자수,중상자수,경상자수,부상신고자수
20190720,05시,경남,양산시,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,사업용,택시,법인택시,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,2,0
20190720,06시,경기,평택시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20190720,09시,경기,시흥시,토,부상신고,차대차,추돌,추돌,안전거리 미확보,남,51-60세,승용차,상해없음,남,31-40세,승용차,부상신고,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,0,1
20190720,09시,경남,창녕군,토,경상,차대차,추돌,추돌,안전거리 미확보,여,51-60세,승용차,경상,남,31-40세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,2,0
20190720,10시,경기,용인시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,5,0
20190720,10시,부산,강서구,토,경상,차량단독,기타,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,없음,없음,없음,없음,사업용,택시,법인택시,없음,없음,없음,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190720,10시,전남,곡성군,토,경상,차대사람,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,보행자,경상,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,기타,기타,비,포장,젖음/습기,0,0,1,0
20190720,11시,인천,서구,토,경상,차대차,기타,기타,기타,여,31-40세,승용차,상해없음,여,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190720,14시,충남,천안시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20190720,15시,경기,평택시,토,중상,차대차,기타,기타,안전거리 미확보,남,31-40세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20190720,15시,경남,김해시,토,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,20세이하,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,3,4,0
20190720,18시,경기,평택시,토,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,여,51-60세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,1,0
20190721,01시,경남,양산시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190721,04시,강원,홍천군,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,중상,사업용,렌터카,렌터카,사업용,택시,법인택시,고속국도,단일로,터널안,비,포장,젖음/습기,0,1,1,0
20190721,04시,경기,부천시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승합차,상해없음,남,61-64세,승용차,중상,비사업용,버스,버스,사업용,택시,법인택시,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,1,0
20190721,05시,인천,부평구,일,사망,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,화물차,사망,남,65세이상,승용차,상해없음,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,교량위,비,포장,젖음/습기,1,0,1,0
20190721,06시,인천,부평구,일,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,교량위,비,포장,젖음/습기,0,0,1,0
20190721,11시,경기,부천시,일,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20190721,11시,충북,청주시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190721,12시,충남,당진시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,중상,여,21-30세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,흐림,포장,건조,0,2,12,0
20190721,13시,경기,시흥시,일,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,여,61-64세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190721,13시,충남,당진시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190721,16시,전북,김제시,일,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,20세이하,승용차,상해없음,여,61-64세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190721,22시,경기,성남시,일,부상신고,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,51-60세,승용차,상해없음,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20190722,06시,경기,성남시,월,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190722,08시,서울,송파구,월,부상신고,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,건설기계,상해없음,남,41-50세,승용차,부상신고,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,0,1
20190722,10시,강원,춘천시,월,중상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,1,0,0
20190722,11시,경기,성남시,월,경상,차대차,기타,기타,안전거리 미확보,여,31-40세,승용차,상해없음,남,31-40세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190722,12시,강원,동해시,월,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,화물차,상해없음,남,65세이상,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,2,0
20190722,15시,경기,오산시,월,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190722,17시,충북,진천군,월,경상,차대차,기타,기타,신호위반,남,31-40세,승용차,상해없음,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,0,6,0
20190722,20시,경기,시흥시,월,사망,차대사람,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,여,41-50세,보행자,사망,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,단일로,기타단일로,맑음,포장,건조,2,0,0,0
20190722,22시,경기,남양주시,월,경상,차대차,추돌,추돌,안전거리 미확보,여,31-40세,승용차,부상신고,남,31-40세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,2
20190723,01시,충북,단양군,화,사망,차대차,추돌,추돌,안전거리 미확보,남,41-50세,특수차,상해없음,남,21-30세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,1,1,1,0
20190723,01시,충북,보은군,화,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,61-64세,화물차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20190723,07시,경남,김해시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,65세이상,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,07시,부산,금정구,화,경상,차대차,추돌,추돌,안전거리 미확보,남,65세이상,화물차,상해없음,남,51-60세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,08시,경기,구리시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,기타불명,불명,승용차,기타불명,여,51-60세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,건조,0,0,1,0
20190723,09시,경기,구리시,화,경상,차대차,측면충돌,측면충돌,기타,남,51-60세,승합차,상해없음,여,31-40세,승용차,경상,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,09시,경기,의정부시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,10시,경기,화성시,화,경상,차대차,측면충돌,측면충돌,기타,남,65세이상,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,12시,강원,원주시,화,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,터널안,맑음,포장,건조,0,0,2,0
20190723,13시,경남,양산시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,특수차,상해없음,남,61-64세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,14시,부산,금정구,화,경상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20190723,15시,경기,시흥시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,41-50세,승용차,부상신고,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,1
20190723,15시,전남,무안군,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,21-30세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,16시,강원,횡성군,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,51-60세,화물차,경상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20190723,16시,경기,화성시,화,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190723,18시,전북,익산시,화,중상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,승합차,경상,여,21-30세,승용차,중상,비사업용,버스,버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,3,0
20190723,21시,인천,미추홀구,화,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,특수차,상해없음,남,41-50세,특수차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20190723,22시,광주,북구,화,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,승합차,상해없음,남,21-30세,승용차,경상,사업용,노선버스,고속버스,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190724,00시,서울,송파구,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,31-40세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190724,03시,경기,성남시,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,51-60세,승용차,경상,사업용,화물차,화물차,사업용,택시,법인택시,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,3,1
20190724,06시,경남,창녕군,수,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,중상,남,31-40세,특수차,중상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20190724,10시,경기,화성시,수,부상신고,차대차,기타,기타,안전운전 의무 불이행,남,65세이상,화물차,상해없음,남,51-60세,승용차,부상신고,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,0,1
20190724,11시,경기,구리시,수,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,부상신고,남,51-60세,화물차,경상,비사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,터널안,맑음,포장,건조,0,0,1,1
20190724,12시,경기,용인시,수,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,31-40세,승용차,경상,사업용,노선버스,고속버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,건조,0,0,1,0
20190724,16시,경기,화성시,수,경상,차대차,기타,기타,안전운전 의무 불이행,남,65세이상,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,7,0
20190724,17시,경기,오산시,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,61-64세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190724,23시,인천,계양구,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20190725,00시,경기,시흥시,목,사망,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,특수차,상해없음,남,21-30세,승용차,사망,사업용,화물차,화물차,사업용,렌터카,렌터카,고속국도,단일로,교량위,맑음,포장,젖음/습기,2,2,5,0
20190725,00시,경기,안양시,목,경상,차대차,기타,기타,기타,기타불명,불명,불명,기타불명,남,51-60세,승용차,상해없음,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,건조,0,0,1,0
20190725,06시,경기,수원시,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,화물차,상해없음,남,41-50세,화물차,경상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190725,07시,경기,이천시,목,사망,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,51-60세,화물차,사망,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,1,0,0,0
20190725,08시,울산,울주군,목,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,65세이상,승용차,상해없음,여,41-50세,승용차,경상,사업용,택시,법인택시,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190725,09시,경남,김해시,목,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,화물차,중상,여,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20190725,12시,경기,이천시,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,5,0
20190725,13시,경남,진주시,목,사망,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,사망,남,41-50세,화물차,상해없음,비사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20190725,13시,전남,나주시,목,중상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,경상,남,65세이상,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,4,0
20190725,14시,경남,양산시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,61-64세,특수차,경상,남,21-30세,화물차,경상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,흐림,포장,건조,0,0,2,0
20190725,15시,경기,수원시,목,경상,차대차,기타,기타,안전거리 미확보,여,51-60세,승용차,상해없음,남,51-60세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,1,0
20190725,15시,전북,전주시,목,중상,차대차,기타,기타,안전거리 미확보,남,41-50세,화물차,상해없음,남,21-30세,화물차,경상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20190725,21시,충남,공주시,목,경상,차대사람,기타,기타,안전운전 의무 불이행,남,51-60세,승합차,상해없음,여,61-64세,보행자,경상,사업용,노선버스,고속버스,보행자,보행자,보행자,고속국도,기타,기타,흐림,포장,젖음/습기,0,0,1,0
20190726,04시,경기,이천시,금,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,기타불명,여,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,기타,기타,맑음,포장,건조,0,0,1,0
20190726,05시,경기,구리시,금,경상,차대차,기타,기타,신호위반,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190726,05시,경기,화성시,금,중상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승합차,중상,비사업용,승용차,승용차,비사업용,기타/건설기계,기타/건설기계,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,0,0
20190726,07시,경기,용인시,금,경상,차대차,기타,기타,안전거리 미확보,여,31-40세,승용차,부상신고,남,41-50세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,1,1
20190726,08시,인천,부평구,금,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190726,09시,경기,평택시,금,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,41-50세,화물차,상해없음,여,51-60세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190726,10시,경기,오산시,금,경상,차대차,추돌,추돌,안전거리 미확보,여,21-30세,승용차,상해없음,여,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,3,0
20190726,13시,경북,성주군,금,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,남,41-50세,승합차,경상,비사업용,승용차,승용차,비사업용,버스,버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20190726,14시,경북,구미시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,경상,여,31-40세,승용차,상해없음,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20190726,17시,경남,양산시,금,중상,차대차,측면충돌,측면충돌,신호위반,남,31-40세,특수차,상해없음,여,41-50세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,4,0
20190726,17시,경남,함안군,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,중상,남,51-60세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,고가도로위,맑음,포장,건조,0,2,1,0
20190726,19시,충북,충주시,금,중상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,1,3,0
20190727,00시,경기,양평군,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,기타불명,불명,불명,기타불명,남,21-30세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20190727,01시,경기,이천시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,4,0
20190727,09시,경기,용인시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20190727,10시,경기,용인시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,61-64세,승용차,상해없음,남,21-30세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,8
20190727,10시,경기,용인시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,1
20190727,11시,강원,양양군,토,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,21-30세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20190727,13시,경기,평택시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20190727,15시,경남,함안군,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,기타불명,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190727,16시,경기,성남시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,31-40세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,3
20190728,00시,경기,용인시,일,경상,차대차,기타,기타,안전거리 미확보,남,21-30세,승용차,부상신고,남,31-40세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,4
20190728,00시,경기,의정부시,일,부상신고,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,31-40세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,0,1
20190728,04시,경기,군포시,일,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,사업용,택시,개인택시,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,1
20190728,06시,울산,울주군,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190728,06시,인천,부평구,일,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,비,포장,젖음/습기,0,1,0,0
20190728,07시,인천,서구,일,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,41-50세,승용차,상해없음,남,31-40세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,터널안,맑음,포장,젖음/습기,0,0,2,0
20190728,08시,경기,성남시,일,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20190728,09시,충남,보령시,일,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,41-50세,승용차,중상,남,65세이상,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,2,2,0
20190728,10시,전남,함평군,일,경상,차대차,기타,기타,기타,남,21-30세,승용차,기타불명,남,31-40세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,비,포장,젖음/습기,0,0,1,0
20190728,12시,충남,당진시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,건조,0,3,2,0
